,model_name,feature,coefficient
0,random_forest,air passengers,0.01779461751898854
1,random_forest,GDP,0.06069880979764287
2,random_forest,farm labour force,0.029105935101908464
3,random_forest,deaths,0.012849816599557
4,random_forest,hosp discharges resp diseases,0.022440138604720265
5,random_forest,stock of vehicles,0.01842873276079661
6,random_forest,thousand hours worked,0.039112811987960384
7,random_forest,students tertiary ed,0.026795021897818502
8,random_forest,health personnel,0.026022542341495404
9,random_forest,students enrolled,0.047053417510975415
10,random_forest,utilised agricultural area,0.014996992975714248
11,random_forest,hospital beds,0.03862986748784669
12,random_forest,education and training,0.08155941322669827
13,random_forest,crude death rate,0.021840512687138387
14,random_forest,longterm care beds,0.02815836295612435
15,random_forest,regional GWA,0.031275869709905514
16,random_forest,pop density,0.025108406419558985
17,random_forest,unemployment rate,0.12240123600123959
18,random_forest,pct leavers from education,0.046733091261075624
19,random_forest,NEET rate,0.16207048323820766
20,random_forest,compensation of employees,0.062324454744559644
21,random_forest,life expectancy,0.06459946517006769
0,random_forest,air passengers,0.022039320285138452
1,random_forest,GDP,0.02840106213294256
2,random_forest,farm labour force,0.02901144199803518
3,random_forest,deaths,0.021232795639491098
4,random_forest,hosp discharges resp diseases,0.03171501507824609
5,random_forest,stock of vehicles,0.014493692946010961
6,random_forest,thousand hours worked,0.04244258314241876
7,random_forest,students tertiary ed,0.026503147416875598
8,random_forest,health personnel,0.022803311421763554
9,random_forest,students enrolled,0.06667392643685775
10,random_forest,utilised agricultural area,0.022579110303615466
11,random_forest,hospital beds,0.046113700224665766
12,random_forest,education and training,0.10130475213318053
13,random_forest,crude death rate,0.02486654446334306
14,random_forest,longterm care beds,0.03400319225780465
15,random_forest,regional GWA,0.03147988108762024
16,random_forest,pop density,0.03176193401203938
17,random_forest,unemployment rate,0.11385266348134367
18,random_forest,pct leavers from education,0.030126452074176444
19,random_forest,NEET rate,0.13137182493949495
20,random_forest,compensation of employees,0.03249467212642051
21,random_forest,life expectancy,0.09472897639851514
0,random_forest,air passengers,0.017122242302879457
1,random_forest,GDP,0.06731418909270767
2,random_forest,farm labour force,0.023097140230717503
3,random_forest,deaths,0.021892901700864904
4,random_forest,hosp discharges resp diseases,0.03599367051717305
5,random_forest,stock of vehicles,0.01129770969402356
6,random_forest,thousand hours worked,0.08434665699142439
7,random_forest,students tertiary ed,0.024679059812927298
8,random_forest,health personnel,0.02179167557952165
9,random_forest,students enrolled,0.07170031212215806
10,random_forest,utilised agricultural area,0.015154397607934878
11,random_forest,hospital beds,0.03898182724439499
12,random_forest,education and training,0.07246063957298889
13,random_forest,crude death rate,0.03335494895887349
14,random_forest,longterm care beds,0.019152589063363118
15,random_forest,regional GWA,0.014518572825656065
16,random_forest,pop density,0.028133907171679094
17,random_forest,unemployment rate,0.10583685857047398
18,random_forest,pct leavers from education,0.01744651092966197
19,random_forest,NEET rate,0.15781157721447575
20,random_forest,compensation of employees,0.06375899276006382
21,random_forest,life expectancy,0.05415362003603651
0,random_forest,air passengers,0.0163335833315197
1,random_forest,GDP,0.04922572075027308
2,random_forest,farm labour force,0.020646588524146057
3,random_forest,deaths,0.016820090229893635
4,random_forest,hosp discharges resp diseases,0.04376053617235438
5,random_forest,stock of vehicles,0.009537795779233018
6,random_forest,thousand hours worked,0.06754720636121801
7,random_forest,students tertiary ed,0.060845023534405705
8,random_forest,health personnel,0.022714783427864618
9,random_forest,students enrolled,0.04235817821403845
10,random_forest,utilised agricultural area,0.017585720704996137
11,random_forest,hospital beds,0.018123820084557516
12,random_forest,education and training,0.07762810626956004
13,random_forest,crude death rate,0.022108581728672347
14,random_forest,longterm care beds,0.03807028152179351
15,random_forest,regional GWA,0.025479228776477687
16,random_forest,pop density,0.024433438890538776
17,random_forest,unemployment rate,0.11203841366202386
18,random_forest,pct leavers from education,0.02021663794213784
19,random_forest,NEET rate,0.143988838072005
20,random_forest,compensation of employees,0.09662865313606811
21,random_forest,life expectancy,0.05390877288622274
0,random_forest,air passengers,0.026152248617500085
1,random_forest,GDP,0.06827990159053535
2,random_forest,farm labour force,0.02170519398487951
3,random_forest,deaths,0.017714822979801183
4,random_forest,hosp discharges resp diseases,0.02544173393514758
5,random_forest,stock of vehicles,0.009643841326686135
6,random_forest,thousand hours worked,0.06184851015734777
7,random_forest,students tertiary ed,0.018358521258448647
8,random_forest,health personnel,0.0215095509202117
9,random_forest,students enrolled,0.030241130543400548
10,random_forest,utilised agricultural area,0.01620529252511922
11,random_forest,hospital beds,0.10930365197302815
12,random_forest,education and training,0.08430107819643784
13,random_forest,crude death rate,0.012030300400080502
14,random_forest,longterm care beds,0.04077789841999275
15,random_forest,regional GWA,0.02019599377664365
16,random_forest,pop density,0.02242289225931848
17,random_forest,unemployment rate,0.06700972235129005
18,random_forest,pct leavers from education,0.018117909404165945
19,random_forest,NEET rate,0.09811960695025305
20,random_forest,compensation of employees,0.056205029511164545
21,random_forest,life expectancy,0.15441516891854723
0,random_forest,air passengers,0.015061598930339627
1,random_forest,GDP,0.04418591784230712
2,random_forest,farm labour force,0.03380766972553659
3,random_forest,deaths,0.01923960405192475
4,random_forest,hosp discharges resp diseases,0.024062365363902605
5,random_forest,stock of vehicles,0.012743517824703898
6,random_forest,thousand hours worked,0.03287286621755778
7,random_forest,students tertiary ed,0.02998147339655448
8,random_forest,health personnel,0.015497497169765133
9,random_forest,students enrolled,0.06074825678892354
10,random_forest,utilised agricultural area,0.02042011046255795
11,random_forest,hospital beds,0.09026734641929414
12,random_forest,education and training,0.10605691024139936
13,random_forest,crude death rate,0.02535833305220846
14,random_forest,longterm care beds,0.05281142601395688
15,random_forest,regional GWA,0.023846085896553158
16,random_forest,pop density,0.030169778101026404
17,random_forest,unemployment rate,0.07875314120005773
18,random_forest,pct leavers from education,0.020347972636766607
19,random_forest,NEET rate,0.08937096388462633
20,random_forest,compensation of employees,0.03215949119438748
21,random_forest,life expectancy,0.14223767358565015
0,random_forest,air passengers,0.01235721872203377
1,random_forest,GDP,0.017171226003592728
2,random_forest,farm labour force,0.020620268781298124
3,random_forest,deaths,0.01045362447824987
4,random_forest,hosp discharges resp diseases,0.12405498047223135
5,random_forest,stock of vehicles,0.07319701650654402
6,random_forest,thousand hours worked,0.030009312664782878
7,random_forest,students tertiary ed,0.01404888193566801
8,random_forest,health personnel,0.02504020703231175
9,random_forest,students enrolled,0.036877882109779735
10,random_forest,utilised agricultural area,0.012364005223813906
11,random_forest,hospital beds,0.026406922430840564
12,random_forest,education and training,0.08757531789281636
13,random_forest,crude death rate,0.020951830738877176
14,random_forest,longterm care beds,0.023951857035450587
15,random_forest,regional GWA,0.0309673931165499
16,random_forest,pop density,0.03777988637508388
17,random_forest,unemployment rate,0.09813159583662777
18,random_forest,pct leavers from education,0.029067847149421525
19,random_forest,NEET rate,0.1521061060668624
20,random_forest,compensation of employees,0.023498693195821797
21,random_forest,life expectancy,0.09336792623134184
0,random_forest,air passengers,0.023001583633311982
1,random_forest,GDP,0.0314103844893856
2,random_forest,farm labour force,0.05907238231558083
3,random_forest,deaths,0.011324687299083218
4,random_forest,hosp discharges resp diseases,0.09867495380605452
5,random_forest,stock of vehicles,0.00757378274053611
6,random_forest,thousand hours worked,0.030896213368192215
7,random_forest,students tertiary ed,0.023825232872458302
8,random_forest,health personnel,0.028929262175539004
9,random_forest,students enrolled,0.03660607518538982
10,random_forest,utilised agricultural area,0.010933970868328206
11,random_forest,hospital beds,0.02033591518852271
12,random_forest,education and training,0.11553941536312166
13,random_forest,crude death rate,0.015911624709614772
14,random_forest,longterm care beds,0.017227116444494893
15,random_forest,regional GWA,0.03628837296253345
16,random_forest,pop density,0.015451769855740984
17,random_forest,unemployment rate,0.11689533292516158
18,random_forest,pct leavers from education,0.028801642566019744
19,random_forest,NEET rate,0.17657920597810728
20,random_forest,compensation of employees,0.034408884295313774
21,random_forest,life expectancy,0.060312190957509226
0,random_forest,air passengers,0.027268557484141892
1,random_forest,GDP,0.027099389950517284
2,random_forest,farm labour force,0.03566979774506055
3,random_forest,deaths,0.015324890740497116
4,random_forest,hosp discharges resp diseases,0.06518283718838856
5,random_forest,stock of vehicles,0.010227873604089614
6,random_forest,thousand hours worked,0.026539952551655737
7,random_forest,students tertiary ed,0.026086945951016863
8,random_forest,health personnel,0.02191036379129439
9,random_forest,students enrolled,0.048543841630486466
10,random_forest,utilised agricultural area,0.020351311197770658
11,random_forest,hospital beds,0.035246306520222336
12,random_forest,education and training,0.10755467473606374
13,random_forest,crude death rate,0.02703326601069694
14,random_forest,longterm care beds,0.029154369399810063
15,random_forest,regional GWA,0.033092099479928604
16,random_forest,pop density,0.029126646312546016
17,random_forest,unemployment rate,0.13207763088392407
18,random_forest,pct leavers from education,0.023946075998448467
19,random_forest,NEET rate,0.14610869653585323
20,random_forest,compensation of employees,0.035438430175752725
21,random_forest,life expectancy,0.07701604211183455
0,random_forest,air passengers,0.03049172937230005
1,random_forest,GDP,0.03400553087058554
2,random_forest,farm labour force,0.02459889496129302
3,random_forest,deaths,0.013305150774273406
4,random_forest,hosp discharges resp diseases,0.026127254323082508
5,random_forest,stock of vehicles,0.012538321889769256
6,random_forest,thousand hours worked,0.03731040904929003
7,random_forest,students tertiary ed,0.03025996411698525
